,text
1307,i really loved the story line and the pole bear was kinda cute but if anyone has a question about fort steeled just ask away
1308,definitely worth seeing it's the sort of thought proving film that forces you to question your own threshold of loneliness
1309,the film's dialogue is natural real to life
1310,recommend with confidence
1311,i love the scream movies and all horror movies and this one ranks way up there
1312,psi the only scene in the movie that was cool is when the central character finds her room blown up
1313,thanks good a movie like this was done and released
1314,as a eloped the movie is a nice throw to my time as a student in the 1980 and the experiences i had living abroad and interacting with other nationality although the circumstances were slightly different
1315,it's just adorable seeing mice playing turkey in the straw in a highly imaginative if occasionally cruel way
1316,it felt like a very gripping intelligent stage play but without the overly theatrical feeling one actually gets from watching people on a stage which plays on everyone's terror of a white lie escalation to monstrous consequences
1317,great character actors tell salad and petered boy
1318,but if you liked movies like the matrix and better yet their sequel i think you'll appreciate the thought proving mind experience this film will give you
1319,a great film by a great director
1320,don't miss it
1321,i do not know if this was emission estate director debut but the pacing the interplay and development of the characters as well as some clever camera work surrounding the character estate plays all suggest a natural eye
1322,brilliant
1323,while you don't yet hear mice speak there are tons of sound effects and music throughout the film something we take for granted now but which was a huge crowd please in 1928
1324,the chromatography is simply stunning to say the least and the further are nothing if not started
1325,jimmied steward is as ever a great hero for hitch the story rip along to its cool climax at an embassy function but it lacks the brooding menace of hitch black and white low-budget original
1326,this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south allegorical
1327,it was a riot to see hug weaving play a stressed gay real estate salesman who uses his clients houses for his trusts with the flaming dare tomb holder
1328,conclusion i loved it
1329,this mostly routine fact tva drama gets a boost from the fine performance by cooled
1330,chromatography noteworthy including fine views of baron and its famed gaudy towers
1331,the movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating
1332,john way did an incredible job for being so young in the movie industry
1333,it's pure brilliance
1334,the movie i received was a great quality film for it's age
1335,it showed exactly how the government and the scientist argued for humanity and the reasons of the gadget
1336,i will never forget it now
1337,a very charming film with wonderful sentiment and heart
1338,also great directing and photography
1339,the movie is full of wonderful dancing hence the title
1340,it has a very good plot it holds your complete attention the acting is superb tomb winsome was fantastic and emit watt was also very good
1341,definitely worth checking out
1342,this movie creates its own universe and is fascinating in every way
1343,for readers who have already seen one of mistaking films he is still in top form and made another worthwhile experience
1344,plus with the movie rather modest budget and fast running time it does an amazing job
1345,i have recommended it to friends
1346,up there with the best of melee
1347,waste your money on this game
1348,hen bale is a very credible lady math who can be very cheerfully at times and sometimes she just looks like a naughty girl but deadly in her taste for blood and evil
1349,it's a gloriously fun fast paced and fairly accurate portrayal of the night of a ravenous
1350,this is an extraordinary film
1351,babies bop is very cute
1352,an amazing finale to possibly the best trilogy of all time
1353,they could be used as exemplar for any set designer
1354,go rent it
1355,i enjoyed reading this book to my children when they were little
1356,i have to mention this and it is a huge spoiled i loved the ending how all the characters of the three films were the remaining survivors of the ferry disaster with valet and the young judge together and the old man watching it on her tva solidifies his happiness over the suffering which he dealt with for those many years
1357,every single character was hilarious and deserved to be called a lead
1358,elite keynote jacket parlance play good roles angelic is hot and gets naked bill dragon appears in this and is cool as usual a cameos by seven ole those helps make this a very enjoyable movie with good acting and a decent budget
1359,10 out of 10 stars
1360,nevertheless yet another wonderful film from the great master's stable
1361,this is one of the best movies out there that shows such strong singling bond for each other
1362,but this understated film leaves a lasting impression
1363,much more interesting more action more suspense and less of the unneeded controversy
1364,this movie has a cutting edge to it
1365,i found this move beautiful enjoyable and uplift
1366,spoiled whatever else can or can't be said about it surface is superbly crafter
1367,i was totally fascinated by the music the dancing everything
1368,this is one of petered waking most accessible films
1369,this was such an awesome movie that i bought it off of eyeball
1370,also the music by mark snow is possibly the best score invest ever heard
1371,chromatography the film was shot in an interesting way
1372,there are massive levels massive unlock characters it's just a massive game
1373,but i thought his acting was skilled
1374,this is an excellent film
1375,when i first watched this movie in the 80 i loved it
1376,this movie is also revealing
1377,dammit is so talented and versatile in so many ways of writing and portraying different characters on screen
1378,this is truly an art movie it actually has a lot of art in it
1379,this movie contained an altar cast and what i loved the most was that it opened my eyes to see other actors who i haven't seen before
1380,this is the number one best the game in the series
1381,i didn't realize how wonderful the short really is until the last two scenes
1382,this movie is great especially if you enjoy visual arts
1383,enough can not be said of the remarkable animation in this film
1384,i gave it a 10
1385,i am so thrilled after seeing a movie like this
1386,it is wonderful and inspiring to watch and i hope that it gets released again on to video or disadvantage
1387,the kids are very cool too
1388,i saw this short film on highboy the other day and absolutely loved it
1389,i enjoyed it
1390,it was that year however that reminded us that hustle was still at the top of his game as evinced by his faithful adaptation of jam joy acclaimed novel the dead
1391,it was also the right balance of war and love
1392,both do good jobs and are quite amusing
1393,this early film from future greater lucid full is a very good addition to the gallon sub-group
1394,emit water's character is very strong and she has only to give a quick glance and you understand everything
1395,i thoroughly enjoyed it when cherish ecclesiastical took control of the tardy and the continuation of the series
1396,and i forgot the casting here i superb with trot fault aura being perfect in the role as the bothersome man who doesn't understand where he is what he is doing and why
1397,the characters are interesting and you really care for them
1398,see both films if you can
1399,during has a wholesome appearance and gives a fine performance
1400,angular scrim also turns in a good performance in a somewhat brief but memorable role as the gently menacing violating anatomic doctor quince
1401,i left the theater with a lilt in my step joy in my heart and hope for the human race
1402,they are so easy to love but even more easy to identify with
1403,an interesting premise and bill dragon is always good as a dangerous nut side note it'd love to see dragon step matting and lance hen in a flick together talk about raging cheekbones
1404,the memories are murky but i can only say that i enjoyed every single episode and product related to the show
1405,i liked this movie way too much
1406,the telephone repair man was really funny and his reactions to the nuts and bitch boss were truly genuine
1407,it was very popular when i was in the cinema a good house and very good reactions and plenty of laughs
1408,the film has great actors a master director a significant theme at least a would-be significant theme undertow of fifties existential weariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care
1409,having to humour him just to get by and get through the day was so apt
1410,all the characters in this film are tremendously well played
1411,buy it play it enjoy it love it
1412,excellent short film
1413,but keine space is an excellent verbal tsunami as buddy attacker and totally believable because he is a great actor
1414,the structure of this film is easily the most tightly constructed in the history of cinema
1415,his on screen presence shine thought even though there were other senior actors on the screen with him
1416,loved the casting of jimmied buffet as the science teacher
1417,the transfers are very good
1418,and there wasn't a single sour note struck acting either some surprisingly solid casting here
1419,this movie is so awesome
1420,it'll give this film 10 out of 10
1421,i believe the screen did a good job of tying up the loose ends
1422,it is a very well acted and done tva movie
1423,it ranks highly as a great non-dramas incredible performances by beyond and line venture
1424,it actually turned out to be pretty decent as far as blister horror suspense films go
1425,the characters are flesh out surprisingly well particularly grimed and blacked and all the actors deliver their sharply script lines with just the right amount of dead tongue in cheek to make the dialogue both hilarious and realistic
1426,in fact it's hard to remember that the part of ray charges is being acted and not played by the man himself
1427,being a 90 child i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical which cartoons
1428,in fact i liked it better than interview with a vampires and i liked this lest start towns better than cruise attempt
1429,the acting is fantastic the stories are seamless woven together and the dogs are splendid a must rent view or see
1430,it's as continuously beautiful to look at as a berth but the relationships here are more convincing and the narrative more engaging than some of that master's work
1431,non-linear narration thus many flashback and every part are articulated quite well
1432,saw the movie today and thought it was a good effort good messages for kids
1433,this is one of the best italics thrillers of the early 70's
1434,the aerial scenes were well-to-do
1435,jubilant hander an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south
1436,the film gives meaning to the phrase never in the history of human conflict has so much been owed by so many to so few
1437,there is a brilliant twist ending
1438,lifetime does not air it enough so if anyone knows what store sells it let me know because this is a must've
1439,i really hope the team behind this movie makes more movies and that they will continue to do so in their own some kinda weird style
1440,it was a long time that i didn't see a so charisma actor on screen
1441,constant gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations
1442,secondly hitch pretty much perfected the thrillers and chase movie
1443,polo sorrel has written a wonderful story about loneliness and ton has built one of the most unforgettable characters seen in movies in recent years
1444,i think that it is a must see older john way film
1445,merited manner was better than all right
1446,i sat rivets to the tva screen
1447,it's a sad movie but very good
1448,if there was ever an indication of a writer and a director's ability to meld two highly volatile temperament into a seamless union of creativity then this is it
1449,and those baby owls were adorable
1450,this is a witty and delightful adaptation of the dry spouse book brilliantly animated by up finest and thoroughly deserving of its academy award
1451,the sound-truck wasn't terrible either
1452,he's a national treasure
1453,tomb winsome broke my heart at the end and everyone else's judging by the amount of fumbling for handiest and hands going up to faces among males and females alike
1454,this film offers many delights and surprises
1455,the good chromatography also makes her and monic bell look very beautiful
1456,not much dialogue not much music the whole film was shot as elaborately and anesthetically like a sculpture
1457,a good commentary of today's love and undoubtedly a film worth seeing
1458,as they say in canals this is the fun game aye
1459,there's barely a boring moment in the film and there are plenty of humorous parts
1460,as a courtroom drama it's compelling as an indictment on the all-American justice system it's frightening
1461,the acting as you'd expect from this cast is top notch
1462,the two main characters may be two of the most believable children i ever saw put on screen
1463,it never condescending all the characters have good genuine hearts and believable problems
1464,raw and sublime moving
1465,it has northern humour and positive about the community it represents
1466,the story which was told so eloquently by franc fords copper 25 years earlier really unfolds gradually and leaves room for the characters to develop
1467,he is one of my favorite directors and one of the most talented directors in the history of cinema
1468,their on-sure chemistry critical to the entire film is genuine
1469,it even has its sweet moments
1470,actually the graphic were good at the time
1471,this game rocks
1472,10 10
1473,i recommend this for everyone who loves film movies anything a work of art
1474,the story unfolds in 18th century jubilantly and the use of period music played on period instruments is just one more fine touch
1475,yes this film does require a rather significant amount of puzzling but the pieces fit together to create a beautiful picture
1476,the acting helps the writing along very well maybe the idiot sister could have been played better and it is a real joy to watch
1477,i won't spoil it but the ending in pretty amazing
1478,this review is long overdue since i consider a tale of two sisters to be the single greatest film ever made
1479,i couldn't think of a better way to end the film but a smile on my face great way to wrap up an amazing film and trilogy
1480,everything about this film is simply incredible
1481,i must say i have taped most of the episodes and i find myself watching them over and over again
1482,excellently produced by one of science's best producers scop veranda
1483,very nice and relaxing late night viewing
1484,i love it
1485,the attention given to every character and complex psychological portrayal detail loyalty treacheries love and hope are tremendous
1486,definitely worth checking out
1487,steamboat will is an amazingly important film to our cinema history
1488,the story is also both funny and poignant at times
1489,totally believable
1490,this is a very right on case movie that delivers everything almost right in your face
1491,still it's quite interesting and entertaining to follow
1492,shot in the southern carnival desert using his patent fault documentary style waking creates a film like no other
1493,some applause should be given to the prelude however
1494,the fact is this film is a wonderful heart-warming tale about two people chasing their dreams
1495,the attractive set used throughout most of the film is an easing gem
1496,when aching and pavilion beautifully sing a duet from don ginning that perfectly describes their situation in the movie you appreciate the subtle layers of this excellent film
1497,it's also great to see that renowned silent screen fragrances marionettes hasn't missed a step going from silent to sound
1498,anyway the plot flowed smoothly and the martingale scenes were a hoot
1499,an excellent performance from museums
1500,people who like eloped films and art movies will like this movie
1501,the only thing really worth watching was the scenery and the house because it is beautiful
1502,after watching this film i wanted to learn more about the works of this artist
1503,overall i rate this movie a 10 out of a 1-1/2 scale
1504,if you have not seen this movie i definitely recommend it
1505,a happy wonderful feel good ending
1506,but tiny tons kept the 90 vibes and delivered one of the most popular funny and underrated cartoons ever created
1507,it presents a idyllic yet serious portrayal of the ups and downs of the characters lives
1508,a mature subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances apart from the odd inappropriate smiling that keine knightly is prone to though perhaps under direction this time as the other characters themselves often mention it
1509,hitch is a great director
1510,and i really did find them funny
1511,a world better than 95 of the garbage in the theatres today
1512,clever and a real crowd this film still ranks among money's best films even after 80 wonderful years
1513,i would give this television series a 10 plus if i could
1514,it is a true classic
1515,brilliance indeed
1516,i highly recommend this movie for anyone interested in art poetry theater politics or jakes history
1517,all things considered a job very well done
1518,it really created a unique feeling though
1519,the point is the journey a journey that touches every member of the family
1520,this second appearance of mice mouse following the silent plane crazy earlier that year is probably his most famous film mostly because it was so grounding
1521,all in all i give this one a resounding 9 out of 10
1522,linden clinically is the only thing good in this film
1523,the warmth it generates is in contrast to its austere backdrop
1524,simply beautiful
1525,it's a feel film and that's how i felt when i came out of the cinema
1526,excellent performance
1527,i don't know exactly what it is about this movie but we latched on to this endearing movie and it has become a special part of our family's memories
1528,you truly take this journey through the eyes and soul of a child
1529,the characters were all funny and had the peculiarity of not having a true lead character
1530,here in the wind and the lion we see a wonderful rendering of all-American own imperial age
1531,overall the film is interesting and thoroughgoing
1532,see it with your kids if you have a chance it will open up some amazing dialogue about how far race relations have come in the last 50 years
1533,think of the film being like a dream
1534,10 10
1535,nine out of ten for a truly lovely film
1536,with great sound effects and impressive special effects i can't recommend this movie enough
1537,it is an excellent drama an excellent thrillers and an excellent film
1538,still i do like this movie for it's empower of women there's not enough movies out there like this one
1539,you wont regret it
1540,if you love death and decay and speakers lyrics this is the one
1541,conceptually the show offers a little bit of everything and for just about everybody parents kids fantasy and or further fans
1542,investigation glad the film didn't go for the most obvious choice as a lesser film certainly would have
1543,the music in the film is really nice too
1544,i can think of no other film where something vitally important occurs every other minute
1545,the cast is always entertaining as usual
1546,a very good film indeed about great and unconditional love
1547,truly on i love lucy
1548,also it's a real treat to see anthology quince playing crazy horse
1549,give this one a look
1550,alderman never is a great film
1551,the interplay between martini and emission contains the same wonderful chemistry we saw in wall street with martini and char
1552,fans of the genre will be in heaven
1553,call me a nut but i think this is one of the best movies ever
1554,via shillings did an excellent job with the script
1555,but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut biggest fear is that he has crashed in the ussr
1556,his performance is simply genius
1557,his acting alongside olive de hand was brilliant and the ending was fantastic
1558,this is such a fun and funny movie
1559,it's still wild stuff though and is highly recommended to fans of gallon cinema
1560,this is actually a very smart movie
1561,there is a lot of beautiful places
1562,but above all the exquisite visual composition of each moment with inventive and elegant use of close-up camera angle and lighting including pointing fault home movie footage is a wonder and joy to behold
1563,i don't think you will be disappointed
1564,a good film by a great director
1565,highly recommended for all ages although the younger set will probably not appreciate some of the more subtle references they will certainly appreciate one galley scene in particular
1566,it is very educational for children 1 to 8 years old
1567,this is definitely one of the better documentaries i have seen looking at family relationships and marriage
1568,it is not just a cult it is a cult classic
1569,garb who showed right off the bat that her talents could carry over from the silent era i wanted to see some of her silent work but net doesn't seem to be stocking them
1570,there are some generally great things in it
1571,he owns the film just as space owned coal miner daughter and quaint owned great balls of fire
1572,for that it's worth checking out
1573,it's practically perfect in all of them a true masterpiece in a sea of fault masterpieces
1574,though the wind and the lion is told largely through the eyes of the son every member of the family can identify with one of the characters whether it be sea coroner's noble brigade candidacy bergs fist heroine john hustle wily john hay or stevedore kale specify radiant ruthless candor lieutenant rose big stick
1575,i think the most wonderful parts literally full of wonder are the excerpts from his works
1576,the art style has the appearance of crayons pencil drawings and is wonderfully colorful and fanciful
1577,barn is definitely super de duped
1578,i just saw this film and i recommend it
1579,it is a really good show to watch
1580,math jargon conned moved me to tears with his final monologue out brief candle out he gave the sphere of moral decay and dark forces a human face which makes it the more interesting
1581,all the actors give a wonderful performance especially jerk rubbing as jam harried who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star
1582,in a most wonderful location lies a story of contrast
1583,not too scream not to masculine but just right
1584,a film not easily forgotten
1585,i loved this movie it was a great portrayal of a family who had it's share of ups and down but in the end they knew that special love they had for each other
1586,annex heck was utterly convincing
1587,the entire audience applauded at the conclusion of the film
1588,i think it was robber ransom best film because he portrayed someone like my father and he was a schizophrenic in real life my father although he never murdered anyone but was affected more so during the second world war which made him worse
1589,i had always known that error fly was a brilliant actor as he was my dad favorite actor and i grew up watching his films as a child
1590,it'd advise anyone to go and see it
1591,he is an amazing film artist one of the most important whoever lived
1592,the rest of the cast also play well
1593,the writers were smack on and i think the best actors and actresses were a bonus to the show these characters were so real
1594,the songs were the best and the muskets were so hilarious
1595,lange had become a great actress
1596,i would have caste her in that role after ready the script
1597,i rather enjoyed it
1598,i really liked that
1599,it is rare when a film takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent
1600,highly unprofessional and rude to a loyal patron
1601,the building itself seems pretty neat the bathroom is pretty trip but i wouldn't eat here again
1602,overall i wasn't very impressed with no
1603,took an hour to get our food only 4 tables in restaurant my food was lukewarm warm our sever was running around like he was totally overwhelmed
1604,avoid at all cost
1605,the chicken wings contained the dries chicken meat i have ever eaten
1606,the ambiance here did not feel like a buffet setting but more of a dour indoor garden for tea and biscuits
1607,i think food should have flavor and texture and both were lacking
1608,we sat another ten minutes and finally gave up and left
1609,any grandmother can make a roasted chicken better than this one
1610,don go here
1611,the service was a little slow considering that were served by 3 people serve so the food was coming in a slow pace
1612,please stay away from the shrimp stir fried nodules
1613,costing that came with the salad was stale
1614,will not be back
1615,if it were possible to give them zero stars they'd have it
1616,i live in the neighborhood so i am disappointed i won't be back here because it is a convenient location
1617,how can you call yourself a steak if you can't properly cook a steak i don't understand
1618,it was a drive to get there
1619,never going back
1620,we got the food and apparently they have never heard of salt and the batter on the fish was chew
1621,the food was terrible
1622,won't go back
1623,it'd rather eat airline food seriously
1624,i think not again
1625,the selection was probably the worst invest seen in vinegar there was none
1626,would not go back
1627,insults profound debauchery and had to go outside for a smoke break while serving just to solidifies it
1628,host staff were for lack of a better word bitch
1629,as much as it'd like to go back i can't get passed the atrociously service and will never return
1630,total brunches fail
1631,unfortunately it only set us up for disappointment with our entries
1632,the food is about on par with deny which is to say not good at all
1633,i will never go back to this place and will never ever recommended this place to anyone
1634,your serve suck wait correction our serve herein sucked
1635,horrible don't waste your time and money
1636,not good for the money
1637,i don't recommend unless your car breaks down in front of it and you are starving
1638,i won't try going back there even if it's empty
1639,it was a pale color instead of nice and char and has no flavor
1640,when my order arrived one of the gyros was missing
1641,the scallops dish is quite appalling for value as well
1642,we'll never go again
1643,over rated
1644,my husband said she was very rude did not even apologize for the bad food or anything
1645,then as if i hadn't wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check
1646,for a self proclaimed coffee cafe i was wildly disappointed
1647,but then they came back cold
1648,the live music on frigid totally blows
1649,drinks took close to 30 minutes to come out at one point
1650,very very disappointed ordered the 35 big bay platter
1651,the descriptions said yuh yuh sauce and another said eel sauce yet another said spicy mayor well none of the rolls had sauces on them
1652,before i go in to why i gave a 1 star rating please know that this was my third time eating at brachii burgeoned before writing a review
1653,we've have gotten a much better service from the pizza place next door than the services we received from this restaurant
1654,i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of firebug behind the bar
1655,the buffet at bell was far from what i anticipated
1656,i just wanted to leave
1657,she ordered a toasted enlist muffins that came out unassisted
1658,we won't be going back anytime soon
1659,invest never been treated so bad
1660,anyways the food was definitely not filling at all and for the price you pay you should expect more
1661,investigation not eating here
1662,i ordered almonds soup which was just warm and tasted like tomato soup with frozen meals
1663,the burgeoned had absolutely no flavor the meat itself was totally bland the burgeoned was overcooked and there was no charcoal flavor
1664,by this point my friends and i had basically figured out this place was a joke and didn't mind making it publicly and loudly known
1665,there is really nothing for me at post hope your experience is better
1666,i give it 2 thumbs down
1667,hell no will i go back
1668,i had high hopes for this place since the burners are cooked over a charcoal grill but unfortunately the taste fell flat way flat
1669,for service i give them no stars
1670,the staff are now not as friendly the wait times for being served are horrible no one even says his for the first 10 minutes
1671,we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed
1672,gave up trying to eat any of the crust teeth still sore
1673,ordered burgeoned rare came in we'll done
1674,this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our food and they kept forgetting things
1675,i was very disappointed
1676,we also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste
1677,i can take a little bad service but the food suck
1678,as for the mains also uninjured
1679,my sash was poor quality being soggy and tasteless
1680,thoroughly disappointed
1681,i had the ma salad and it was pretty bland so i will not be getting that again
1682,as a sushi lover avoid this place by all means
1683,the cashews cream sauce was bland and the vegetables were undertook
1684,i will not be eating there again
1685,there is not a deal good enough that would drag me into that establishment again
1686,now the burners aren't as good the pizza which used to be amazing is dough and flavor
1687,just don't know why they were so slow
1688,your staff spends more time talking to themselves than me
1689,did not like at all
1690,the selection of food was not the best
1691,this one is simply a disappointment
1692,say bye bye to your tip lady
1693,the place was not clean and the food oh so stale
1694,2 times very bad customer service
1695,it was way over fried
1696,a fly was in my apple juice a fly
1697,spend your money elsewhere
1698,they never brought a salad we asked for
1699,i as well would given grandfathers zero stars if possible
1700,very tough and very short on flavor
1701,the warm beer didn't help
1702,friend's past also bad he barely touched it
1703,invest had better baggage from the grocery store
1704,this is a disgrace
1705,the only reason to eat here would be to fill up before a night of binge drinking just to get some car in your stomach
1706,soggy and not good
1707,by this time our side of the restaurant was almost empty so there was no excuse
1708,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself
1709,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food
1710,we've tried to like this place but after 10 times i think we're done with them
1711,i can't tell you how disappointed i was
1712,weird vibes from owners
1713,will not be back
1714,disappointing experience
1715,now i am getting angry and i want my damn phone
1716,the service was not up to par either
1717,the sang was about half of a glass wine full and was 12 ridiculous
1718,there is nothing authentic about this place
1719,eel this location needs a complete overhaul
1720,i started this review with two stars but investigation editing it to give it only one
1721,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate
1722,hot dishes are not hot cold dishes are close to room tempo i watched staff prepare food with bare hands no gloves everything is deep fried in oil
1723,do yourself a favor and stay away from this dish
1724,if you look for authentic that food go else where
1725,i hate those things as much as cheap quality black olives
1726,but now i was completely gross out
1727,i hate to disagree with my fellow yelped but my husband and i were so disappointed with this place
1728,we waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting
1729,too bad cause i know it's family owned i really wanted to like this place
1730,the heart attack grill in downtown vinegar is an absolutely flat-bed excuse for a restaurant
1731,the burr blame
1732,the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer
1733,the service here leaves a lot to be desired
1734,this place is horrible and way overpriced
1735,perhaps i caught them on an off night judging by the other reviews but investigation not inspired to go back
1736,it was a bit too sweet not really spicy enough and lacked flavor
1737,the pan cakes everyone are raving about taste like a sugar disaster tailored to the palate of a six year old
1738,why are these sad little vegetables so overcooked
1739,it was not good
1740,no one at the table thought the food was above average or worth the wait that we had for it
1741,this place is not quality sushi it is not a quality restaurant
1742,it was a huge awkward 1 50 piece of cow that was 3 4th grist and fat
1743,i was disgusted because i was pretty sure that was human hair
1744,the service was terrible though
1745,service was slow and not attentive
1746,my brother in law who works at the mall ate here same day and guess what he was sick all night too
1747,the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12
1748,the kids play area is nasty
1749,probably never coming back and wouldn't recommend it
1750,not tasty and the texture was just nasty
1751,i vomiting in the bathroom mid lunch
1752,if there were zero stars i would give it zero stars
1753,do not waste your money here
1754,like the other reviewer said you couldn't pay me to eat at this place again
1755,seafood was limited to boiled shrimp and crabs legs but the crabs legs definitely did not taste fresh
1756,boy was that suckers dry
1757,walked in and the place smelled like an old grease trap and only 2 others there eating
1758,i checked out this place a couple years ago and was not impressed
1759,this place deserves no stars
1760,on the ground right next to our table was a large smeared better-than-average pile of green bird pop
1761,worst food service invest had in a while
1762,we asked for the bill to leave without eating and they didn't bring that either
1763,it was equally awful
1764,after all the ravenous reviews i couldn't wait to eat here what a disappointment
1765,ordered a double cheese got a single patted that was falling apart picture unloaded yeah still suck
1766,a lady at the table next to us found a live green caterpillar in her salad
1767,waited 2 hours never got either of our pizza as many other around us who came in later did
1768,it was attached to a gas station and that is rarely a good sign
1769,this is the worst sushi i have ever eat besides cost
1770,i probably won't be coming back here
1771,terrible management
1772,seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere
1773,my gyro was basically letter only
1774,i have watched their prices inflate portions get smaller and management attitudes grow rapidly
1775,ordered an appetizing and took 40 minutes and then the pizza another 10 minutes
1776,i took back my money and got outta there
1777,waiter was a jerk
1778,i wasn't really impressed with strip steak
1779,it was extremely crumbly and pretty tasteless
1780,then our food came out disappointment ensued
1781,frozen puckish of disgust with some of the worst people behind the register
1782,poor service the waiter made me feel like i was stupid every time he came to the table
1783,also the friezes are without a doubt the worst friezes invest ever had
1784,worst service to boot but that is the least of their worries
1785,invest lived here since 1970 and this was the first and last time invest stepped foot into this place
1786,pricing is a bit of a concern at mellowed mushroom
1787,i find wasting food to be desirable but this just wasn't food
1788,i got home to see the dries damn wings ever
1789,i would not recommend this place
1790,the friezes were not hot and neither was my burgeoned
1791,if you are reading this please don't go there
1792,the chicken dishes are oks the beef is like shoe leather
1793,not even a hello we will be right with you
1794,first time there and might just be the last
1795,appetite instantly gone
1796,the service here is fair at best
1797,this place is overpriced not consistent with their booboo and it really is overpriced
1798,it was so bad i had lost the heart to finish it
1799,i had about two bites and refused to eat anymore
1800,won't ever go here again
1801,the last 3 times i had lunch here has been bad
1802,the service was poor and that being nice
1803,this place should honestly be blown up
1804,the service was me
1805,the cash had no care what so ever on what i had to say it still ended up being way overpriced
1806,i waited and waited
1807,the fried rice was dry as well
1808,this place deserves one star and 90 has to do with the food
1809,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything
1810,my husband and i ate lunch here and were very disappointed with the food and service
1811,at least 40 passed in between us ordering and the food arriving and it wasn't that busy
1812,this place is disgusting
1813,we started with the tune sash which was brownish in color and obviously wasn't fresh
1814,sadly gone ram steak is a place we shall sharply avoid during our next trip to vinegar
1815,will never ever go back
1816,i mean really how do you get so famous for your fish and chips when it's so terrible
1817,must have been an off night at this place
1818,the chip ranch dipping sausage was tasteless seemed thin and watered down with no heat
1819,strike 2 who wants to be rushed
1820,i have been to very few places to eat that under no circumstances would i ever return to and this tops the list
1821,they dropped more than the ball
1822,i came back today since they related and still not impressed
1823,the spaghetti is nothing special whatsoever
1824,the waiter wasn't helpful or friendly and rarely checked on us
1825,worst martini ever
1826,never been to hard rock casino before will never ever step forward in it again
1827,overall i don't think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too
1828,there is nothing privileged about working eating there
1829,which are small and not worth the price
1830,avoid this establishment
1831,bland not a liking this place for a number of reasons and i don't want to waste time on bad reviewing it'll leave it at that
1832,and the beans and rice were mediocre at best
1833,after waiting an hour and being seated i was not in the greatest of moods
1834,we aren't ones to make a scene at restaurants but i just don't get it definitely lost the love after this one
1835,definitely not worth the 3 i paid
1836,i guess maybe we went on an off night but it was disgraceful
1837,for about 10 minutes we we're waiting for her salad when we realized that it wasn't coming any time soon
1838,not much flavor to them and very poorly constructed
1839,probably not in a hurry to go back
1840,it was probably dirt
1841,waited and waited and waited
1842,the serve was very negligent of our needs and made us feel very unwelcome i would not suggest this place
1843,terrible service
1844,i wouldn't return
1845,best of luck to the rude and non-com service focused new management
1846,i don't think it'll be running back to car's anytime soon for food
1847,it's too bad the food is so damn genera
1848,this place is way too overpriced for mediocre food
1849,not good by any stretch of the imagination
1850,the shower area is outside so you can only rinse not take a full shower unless you don't mind being nude for everyone to see
1851,in summary this was a largely disappointing dining experience
1852,very slow at seating even with reservation
1853,not much seafood and like 5 strings of past at the bottom
1854,the burgeoned i got the gold standard a 17 burgeoned and was kind of disappointed
1855,the worst experience ever
1856,we could not believe how dirty the oysters were
1857,she was quite disappointed although some blame needs to be placed at her door
1858,it was packed
1859,i do love sushi but i found killable to be overpriced over- and undeserved
1860,if she had not rolled the eyes we may have stayed not sure if we will go back and try it again
1861,the poor batter to meat ratio made the chicken tender very unsatisfactory
1862,real sushi lovers let's be honest ya is not that good
1863,i swung in to give them a try but was deeply disappointed
1864,definitely a turn off for me i doubt it'll be back unless someone else is buying
1865,we will not be coming back
1866,we got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived
1867,my girl-friend veal was very bad
1868,investigation probably one of the few people to ever go to insane and not like it
1869,mediocre food
1870,we recently witnessed her poor quality of management towards other guests as well
1871,way over rated is all i am saying
1872,hard to judge whether these sides were good because we were gross out by the melted styrene and didn't want to eat it for fear of getting sick
